City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review
"nuba nile hotel (Hotel), Aswan (Egypt) Deals",nuba nile hotel,Joseph,Egypt,1 night · ,December 2024,Family,Superior Quadruple Room,"Reviewed: January 2, 2025","Location is very convenient, 2 min to Aswan railway station, and to main market. TV in room is good, and connected by cable to lots of channels. Hotel is renewed, but not fully completed.","No phones inside rooms to call reception.
Internet is very slow.
Bed sheets were not very clean.
Breakfast does not start before 8 am (but there is boxes if you are leaving early).
Proximity to railway station makes it a bit noisy with trains horning all night."
"nuba nile hotel (Hotel), Aswan (Egypt) Deals",nuba nile hotel,Quetzacoatl68,Italy,1 night · ,February 2025,Couple,Superior Twin Room,"Reviewed: February 10, 2025","Hotel vicinissimo alla stazione dei treni. 
Struttura più nuova rispetto a molte altre. Stanza ampia, luminosa, pulita, comoda e confortevole, così come l'hotel.
wifi senza problemi.
Bagno grande e pulito con doccia grande e comoda.
Staff gentile e amichevole, ci hanno anche regalato 2 pezzi di torta all'arrivo.","Materasso a mio parere troppo duro così come il cuscino..
manca asciugacapelli.
Colazione in effetti un po' misera."
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Osama,Saudi Arabia,4 nights · ,March 2024,Group,Superior Double or Twin Room with City View,"Reviewed: March 2, 2024","Appreciated Mr.Islam Mr.Mustafa very good model’s and mindset to deal with them all support given flexibility politely. Definitely we plan to visit this hotel again . 
Also special thanks to Mrs / Rawan who organised our booking on phone.
Thanks .",Little bit far from center but that’s our private needs as a quite place away of noisy.Thanks
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Jason,Canada,2 nights · ,February 2025,Couple,Superior Double or Twin Room with Pool View,"Reviewed: February 7, 2025",Free shuttle to city centre,Breakfast selection
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Jason,Canada,1 night · ,February 2025,Couple,Superior Double or Twin Room with Pool View,"Reviewed: February 7, 2025",Laundry was good price,Breakfast was 50/50
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Sylvain,Austria,12 nights · ,January 2025,Couple,Superior Double or Twin Room with Pool View,"Reviewed: January 15, 2025","We were almost the only guests, which was good in terms of quietness.

Ali, the receptionist, really did more than usual to satisfy our needs.","The property is outside the city, but that's also a good point regarding quietness). The gym does not function. The breakfast was not great, but that might have been due to the lack of guests. However, it sometimes took 10 minutes or more to get bread. The beach could be cleaner (lots of cigarette rests)."
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Jessica,Italy,1 night · ,January 2025,Couple,Superior Double or Twin Room with City View,"Reviewed: January 8, 2025",Very nice and clean,No Negative Feedback
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Çetin,Turkey,1 night · ,January 2025,Group,Classic Triple Room,"Reviewed: January 5, 2025",Everything is amazing. Very nice and comfy rooms. Great staff. We used taxi all the time so location was ok for us. Breakfast is not so generous for vegetarian people :),Location is 10-15 mins far from center but its actually better. Because there is no noise in the rooms. So quite and nice.
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Lucia,Italy,1 night · ,December 2024,Group,Superior Family Room,"Reviewed: January 1, 2025","The room was great, super comfortable for 4 people. It was the family room, I think, it had 2 separate bedrooms. Bathroom was perfect as well! 
We had dinner in the restaurant and it was great. very good food :) Breakfast was okay, many options available and it opened at 6am
it was winter so we didn't enjoy the pool but it looked good for the summer time.","Bad wifi signal, only complain.
Just a note, the hotel is located in New Aswan, not the main/center city. It's in the middle of nowhere, just a small supermarket but you can't walk anywhere. It didn't matter for us since we just spent one night and left super early."
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Huzaifah,South Africa,1 night · ,December 2024,Family,Classic Triple Room,"Reviewed: December 19, 2024","Rooms were spacious,clean and newly renovated. There is a convenience store just outside the hotel for any essentials and snacks. It was too cold to use the water slides outside but it looked clean.",Breakfast lacked variety and was fairly basic. A coffee machine would be better than instant coffee as well.
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Sameh,Egypt,1 night · ,December 2024,Group,Classic Triple Room,"Reviewed: December 8, 2024","Good hotel, nice and clean one, but the location was away from town by far and the staff need to be more professional finally the occupation rate was very low",The location
"Marina Aqua Park Hotel (Hotel), Aswan (Egypt) Deals",Marina Aqua Park Hotel,Ziyad,Jordan,2 nights · ,November 2024,Family,Superior Double or Twin Room with City View,"Reviewed: December 5, 2024",Quietness!,Too far from downtown Aswan and the airport.
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Hsin-ting,Taiwan,2 nights · ,December 2022,Solo traveler,Nile View King Room,"Reviewed: December 23, 2022",Good location. good assistance. safe and clean.,No Negative Feedback
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Elizabeth,Egypt,4 nights · ,February 2025,Group,Superior Triple Room,"Reviewed: February 11, 2025","Amazing staff, they were very helpful and friendly. 
We needed to have a meeting time and they let us use the restaurant, not only that they gave us complementary drinks and water, simply 10/10 to the whole staff. 
The location is near everything.",No Negative Feedback
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Jorge,Spain,1 night · ,February 2025,Family,Superior Double or Twin Room,"Reviewed: February 7, 2025",The staff was kind and willing to help us to have a nice and professional experience,Probably the price is a little bit expensive for this kind of hotel.
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Chung,Taiwan,1 night · ,January 2025,Family,Superior Double or Twin Room,"Reviewed: January 31, 2025",location & staff & cleanliness,hot water for shower
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Filip,Slovakia,1 night · ,January 2025,Family,Nile View King Room,"Reviewed: January 27, 2025","Good location near local market and Nile river
Aircondition
Very kind and helpfull staff
Trips to Abu Simbel","Very small bathroom, after shower water was everywhere.

Too soft mattress"
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Qingyue,United Kingdom,1 night · ,January 2025,Group,Classic Triple Room,"Reviewed: January 27, 2025",Location,Bathroom
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Yuta,Japan,1 night · ,January 2025,Family,Standard Double or Twin Room,"Reviewed: January 6, 2025","not bad location
warm A/C available",too expensive compared to hotel grade
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Wan,Malaysia,2 nights · ,December 2024,Group,Standard Double or Twin Room,"Reviewed: January 2, 2025",The facade and reception area was newly renovated. It looked really good. The staff were friendly and helps us arrange for our breakfast box as we had to leave really early the next morning.,The room’s were not renovated yet. A bit of an unexpected experience coming in from a nice lobby.
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Ana,Brazil,1 night · ,December 2024,Group,Standard Double or Twin Room,"Reviewed: January 2, 2025","Very good internet, hot shower and decent breakfast.",No Negative Feedback
"Hapi Hotel (Hotel), Aswan (Egypt) Deals",Hapi Hotel,Abdelmonem,United Arab Emirates,1 night · ,December 2024,Family,Nile View King Room,"Reviewed: December 29, 2024","Location, cleanliness,",I very priced for what you get
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Gerald,United States,1 night · ,November 2024,Solo traveler,Deluxe Double Room with Sea View,"Reviewed: December 9, 2024","Ohhh, this place is fantastic!! Not only is there a great view of the Nile on the marvelous sun deck/rooftop, the staff is SO GREAT!!!! Really!! You'll never believe this story (I barely believe it myself still!) but, flying from Cairo to Aswan, my luggage was delayed/lost, and I had to go on a cruise ship the next morning. First of all, I'd booked a pickup with Aswan Nile Palace, but me (and the other five passengers who also lost their luggage) had to spend an hour and a half filling out forms in the airport...but the driver was STILL WAITING FOR ME OUTSIDE!!! Almost two hours later! Fantastic! The next morning, as I was waiting outside the hotel for the van to pick me up, HARES (the owner) happened to be there, and asked me how I enjoyed my stay. I told him I LOVED the extra hot water in the shower (difficult to find sometimes) and, especially--the fluffy towels!!! Really, they were like towels you'd find in a luxury hotel!! Shocking for a hostel! And then I was telling him about my luggage being lost and...he said...wait a minute! I know a guy who works in the lost luggage department at Aswan Airport (!!!!!!!) So he got the guy on the phone, who checked his computer, who found my luggage in Cairo, and told me it would be (exactly) on a flight that arrived in Aswan at 3:30 PM, and that they would deliver it for the cruise ship by 5:30 PM. And it all actually happened!!!!!! Not only that, the guy from lost luggage actually sent me a photo of my bag when it arrived at the Aswan airport! Really, it was SO GREAT knowing that early the next day that I would actually have luggage and not have to scrabble around trying to buy shirts, socks and underwear! What are the chances of all this happening??!! And also...I think something like this in the US would never happen! Minas, and the staff of the Aswan Nile Palace REALLY CARE about their guests!!!! ABSOLUTELY FANTASTIC!!! HIGHLY RECOMMENDED!!!!",No Negative Feedback
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Ben,United Kingdom,2 nights · ,February 2025,Couple,Deluxe King Room,"Reviewed: February 9, 2025","- Large and spacious rooms with a fabulous view over the Nile.
- Hares, our host, was unfailingly helpful at all times, including arranging an early check-in and number loud taxis.
- Great value for money.",- Located a little way out from the centre of town.
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Carolina,Spain,1 night · ,February 2025,Couple,Deluxe Double Room with Balcony and Sea View,"Reviewed: February 4, 2025","The views from the terrace and the rooms are wonderful. Both or the managers are very helpful and attentive, and made our stay so much easier!
The property is very new and clean","The location is a new developing area with some constructions so it’s harder to reach, but Hares and Mina always helped us hire a Tuktuk or a taxi very easy and good price!!"
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Gary,Australia,3 nights · ,December 2024,Family,Deluxe Double Room with Sea View,"Reviewed: January 26, 2025",After booking and before arrival the manager answered my enquiries promptly . The manager assisted us with. transport. The hotel has a nice view of the river. Nearby are local shops.. Transport was required to get to the centre of town.,There was nothing I didn't like
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Gabriel,United States,2 nights · ,January 2025,Couple,Deluxe Double Room with Balcony and Sea View,"Reviewed: January 19, 2025",Blue Nile is on the West Bank which is quiet. Modern big room with great river view. Good food on site. Lovely staff. Shukran!,Wifi is ok
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Zahra,Netherlands,3 nights · ,January 2025,Couple,Deluxe King Room,"Reviewed: January 18, 2025","We really enjoyed our stay. The room was clean, the bed was big and comfortable. what we liked the best was the staff especially Mina who was really nice and helpful and treated us like a friend not a guest. He helped us to get a taxi, arrange a tour, exchange money and order food. I highly recommend this place to stay!",No Negative Feedback
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Jane,United Kingdom,1 night · ,January 2025,Group,Family Room with Sea View,"Reviewed: January 15, 2025",Great value for money. Staff very helpful,Everything was good. Nothing to complain about
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Michael,United States,3 nights · ,January 2025,Family,Deluxe King Room,"Reviewed: January 4, 2025","Staff were great, very helpful. Good value, and generally very quiet (except New Years Eve!). It's great to be able to prepare drinks and meals at the guesthouse. Bishoy, our driver, was extremely polite and helpful.","The road to the location is rough, and it's difficult to walk anywhere. There are feral dogs outside, too. The furnishings and decorations are spartan."
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Jussi,Finland,2 nights · ,December 2024,Family,Double or Twin Room with Private Bathroom,"Reviewed: January 1, 2025","Reasonable price, beautiful location and helpful staff","A short taxi ride downtown, not really walking distance. I wonder if this can be classified as a minus"
"ASWAN NILE PALACE (swimming pool-rooftop-Nile view) (Guesthouse), Aswan (Egypt) Deals",ASWAN NILE PALACE (swimming pool-rooftop-Nile view),Wei,United States,2 nights · ,December 2024,Family,Family Room with Sea View,"Reviewed: December 29, 2024",Owners are very nice and informative!,View
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Nc28,United Arab Emirates,3 nights · ,November 2024,Solo traveler,Single Room with Garden View,"Reviewed: November 5, 2024","I am a regular customer of this hotel I have been at this hotel also a couple of times in the past and I always choose this hotel in Aswan because if it's great location.
Certainly! Here’s a rephrased version of your text:

""This time, I was thrilled to stay in a room on the fifth floor in the renovated section of the hotel. The room was brand new, and I was delighted with the updated facilities. I was given a room on the quiet, back side of the hotel, overlooking the Nile River and the mountains, which made my stay exceptionally enjoyable."" 

Let me know if you’d like further adjustments!",There was nothing in particular that I didn't like. I found the staff very friendly exceptionally friendly I must say and the services received by all departments was great.
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Octavio,Canada,1 night · ,February 2025,Solo traveler,Single Room - Nile view,"Reviewed: February 10, 2025","It’s a wonderful place, wonderful personnel…always commuted to help",Some improvements in the rooms…mostly concerning the facilities they have inside
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Azed,United Kingdom,3 nights · ,February 2025,Couple,Chalet garden view,"Reviewed: February 9, 2025","Location is fantastic, sunset is amazing from balcony, room service very prompt, staff is very helpful and guide you , almost every 20 minutes free ferry to the bank , 10 minutes ride , if any particular time ferry is required reception entertain your request, if leave before breakfast, packed breakfast will be given to u , wake up call for early morning departures can also be booked with reception, amazing location not to be missed","No bath tub rather standing shower which make the bathroom bit slippery, but not a big issue"
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Jawaher,United Arab Emirates,1 night · ,February 2025,Group,Single Room with Garden View,"Reviewed: February 6, 2025",Every thing,No Negative Feedback
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Mengqi,China,1 night · ,February 2025,Family,Triple Room - Nile view,"Reviewed: February 5, 2025","It's a very beautiful hotel, on a quiet island. I booked a family room and it's very nice and clean. Staff super helpful and attending, will recommend this place for sure!",Service fee for money exchange is a bit high.
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Luc,Belgium,4 nights · ,February 2025,Couple,Double or Twin Room - Nile view,"Reviewed: February 5, 2025",Wonderful views! Super friendly staff! Excellent and regular boat service! And a 10 for Christeen the customer relationship manager who offered us a room with a splendid view!,Nothing...
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Lukas,Germany,2 nights · ,February 2025,Couple,Double or Twin Room - Nile view,"Reviewed: February 3, 2025","very friendly guest relation
nice room service","terrace chairs were unclean
door was broken"
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Chris,Belgium,8 nights · ,February 2025,Couple,Chalet garden view,"Reviewed: February 3, 2025",breakfast: muesli is not very ample; much sweet biscuits which are not healthy,breakfast: muesli is not very ample; much sweet biscuits which are not healthy
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Stephen,Australia,4 nights · ,January 2025,Family,Chalet garden view,"Reviewed: February 2, 2025",A very good modern international style hotel on its own island in a great location. It has dedicated ferries that travel back and forth from the island to a dock on the east bank continuously during 6am - midnight and you can book the ferry at reception if you need to use it out of those hours. We had very nice adjoining rooms overlooking the river. It was quiet and peaceful due to its location. The breakfast was good with a very large range of options and the ability to have hot dishes cooked to order.,"Providing more information to guests about the ferry, dining and other options on arrival. Neither of the pools was heated so swimming was not a realistic option,"
Pyramisa Island Hotel Aswan (Hotel) (Egypt) Deals,Pyramisa Island Hotel Aswan,Catherine,France,3 nights · ,February 2025,Couple,Junior Suite,"Reviewed: February 1, 2025","Junior suite 435 with the great view (3 windows) : Aga Khan tomb on the left, elephantine island and the city on the right 

Boat transfert is very easy and quick. You don't cary your suitcases 
Half board is a buffet in the only restaurant : you can chose to eat outside or inside with a singer

Very quiet garden with seats to enjoy Nil 
Lift are very quick",The price (but we had good price as the hotel is not full)
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Alena,Russia,2 nights · ,November 2023,Group,Deluxe Double or Twin Room with Pool View,"Reviewed: November 1, 2023","Very good hotel , good location and not far from sightseeing, the reception stuff were very helpful, the tours we booked through one of the best online tour agencies called grand utopia travel you can find it easily in the internet, I recommend the hotel and the tour company.",Nothing
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Miriam,Norway,5 nights · ,February 2025,Couple,Deluxe Double or Twin Room with City View,"Reviewed: February 11, 2025",The friendly staff,"The walls were too thin.
The hotel needs to change the bakery it is currently using"
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Glen,United Kingdom,1 night · ,January 2025,Group,Deluxe Double or Twin Room with Pool View,"Reviewed: February 7, 2025","Lovely hotel, excellent staff. Breakfast was okay but otherwise everything was as expected or better",Choice at breakfast
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Celine,Australia,1 night · ,February 2025,Family,Deluxe Double Room Nile View,"Reviewed: February 5, 2025","The Basma hotel has an exceptional view of the Nile, we only stayed one night so cannot comment on all facilities. The room was decent and overall clean however the hotel is a bit dated. For the price we paid though it is very spacious and had a great view. There wasn't any conditioner only shampoo. The staff were really nice and dinner and breakfast buffet was good.",Rooms a bit old and outdated.
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Man,Hong Kong,1 night · ,January 2025,Couple,Deluxe Double Room Nile View,"Reviewed: February 1, 2025","The female guest service manager has made our stay enjoyable, she is courteous, attentive and gave us the best view room. Restaurant staff is good too. 
Breakfast at the terrace is a fantastic experience.",bad sound proof
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Liyun,China,2 nights · ,January 2025,Family,Deluxe Double or Twin Room with City View,"Reviewed: February 1, 2025",The service is good，especially the restaurant staff，The food is various and good.,The room is noisy outside big sound 5 am in every morning
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Olinhas01,Malaysia,3 nights · ,February 2025,Couple,Deluxe Double or Twin Room with City View,"Reviewed: February 1, 2025","We mostly like the staffs who are helpful, responsible and friendly, particularly Ms Reham the guest manager. She made our stay relaxing and enjoyable.",The toiletries could be improved.
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Xin,China,2 nights · ,January 2025,Couple,Deluxe Double Room Nile View,"Reviewed: January 30, 2025","Variety of breakfast, polite staff, relatively convenient location.","Sound proof not good (a bit noisiness from air conditioning, praying sound outside etc), quality of shampoo/shower gel (hard to tear off the seals)"
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Felix,Canada,1 night · ,January 2025,Family,Deluxe Double Room Nile View,"Reviewed: January 28, 2025","Location is good, but the hotel is a bit dusty.",No Negative Feedback
Basma Hotel Aswan (Hotel) (Egypt) Deals,Basma Hotel Aswan,Rameen,India,3 nights · ,January 2025,Family,Deluxe Double or Twin Room with Pool View,"Reviewed: January 27, 2025","The staff, excellent infra, views ,room quality , location 

Reham should specially be mentioned for her kind support",Breakfast could have been better
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Issam,Germany,2 nights · ,February 2024,Solo traveler,Standard Twin Room,"Reviewed: February 3, 2024","The support of Radwa at the reception has been amazing! She is super reactive and organised in no time a customised 2 days tour at an affordable price. 
Rooms are pretty clean, very well located in the city and beautiful view on the Nile from the balconies","In winter it’s quite cold also inside, maybe should add extra blankets in the rooms."
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Iqra,United Kingdom,1 night · ,January 2025,Family,Standard Twin Room,"Reviewed: January 28, 2025","Location and room views of the Nile, especially beautiful during sunset","We booked half board, the breakfast was standard for Egypt and good, however, dinner while the food was good, it did not match the price I paid. It was a set menu with salad, soup a main and dessert - drinks were not included which was unusual. I’d recommend eating in a nearby restaurant"
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Lara,Brazil,4 nights · ,December 2024,Family,Classic Triple Room,"Reviewed: January 26, 2025","The triple room was very good, the location was very good","Breakfast was not as good as we expected, bread was very dry, and hot beverages were very limited. Coffee was not good."
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Deepak,United Kingdom,1 night · ,January 2025,Couple,Executive Suite,"Reviewed: January 10, 2025",The executive suite was very spacious with excellent views of river Nile. Overall good room facilities and service. Staff was courteous.,The room carpet and sofa was dirty and needs cleaning/replacing. Do not book any taxi through hotel reception as they charge 5-6 times more. Restaurant and breakfast was average.
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Guey-mei,United Kingdom,2 nights · ,January 2025,Solo traveler,Standard Twin Room,"Reviewed: January 4, 2025","I booked this hotel bcc it was the closest one with good reviews to my cruise ship (once I got off from it). My stay really exceeded my expectation! The wifi was okay, and the staff was really helpful, especially when I had a disagreement with a local taxi driver. The facilities were modernised and the room was clean. Bonus point: the view of the Nile and Aswan street were incredible! really happy to stay here for the New Years Eve!","Wifi can sometimes be a bit slow. The coffee shop was supposed to open at 5am but I missed it two mornings in a row. The receptionist told me they didn't have a taxi driver to drive me to Temple of Philae, which was surprising."
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Shivram,United States,1 night · ,January 2025,Family,Executive Suite,"Reviewed: January 2, 2025",Nice and clean,Noise
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Exposito,Netherlands,1 night · ,December 2024,Solo traveler,Standard Twin Room,"Reviewed: December 22, 2024","Great location, near a lot of sites and the view of the Nile is great. Get the room with a view! Breakfast is also good.","Curtains in the room where from the time the pyramids were build. Rest was okay, dated, but okay."
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Kari68,United Kingdom,6 nights · ,November 2024,Couple,Standard Twin Room,"Reviewed: December 21, 2024","Great size room, clean and comfortable. We were in a room towards back of building with a view forward to Nile, which was very quiet, we slept so well. Lovely open area on roof of building and comfortable sitting area within reception, with coffe shop. Extremely friendly and helpful staff. Excellent value for money.",Breakfast was buffet style and more limited if up early - did miss Chef being availabke for our morning eggs!
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Ahmed,United Arab Emirates,3 nights · ,December 2024,Family,Junior Suite,"Reviewed: December 20, 2024","Spacious rooms
Location is close to good restaurants and shopping.
Friendly and helpful staff.
Ironing board and other useful stuff provided.
Bathroom was very neat and tidy.
Shower pressure was awesome 👍","As with other Aswan hotels it's also expensive.
Can do more sound proofing, but the noise from outside is negligible during night."
Citymax Hotel Aswan (Hotel) (Egypt) Deals,Citymax Hotel Aswan,Unya,Thailand,2 nights · ,November 2024,Family,Standard Twin Room,"Reviewed: November 19, 2024",The location near Niles river made it easy to travel to other places by boat. The pier is in front of the hotel.,WiFi is not stable at all. Most of the time cannot be used.
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Christophe,France,1 night · ,December 2024,Family,Deluxe Double Room,"Reviewed: December 24, 2024","Labib Guest House is a haven of peace in the middle of a breathtaking natural environment. And the most incredible thing is that all the services are up to par: the rooms, the rooftop, the meals, the kindness and helpfulness of the hosts Hamada and his entire family. In addition to the VIP service which consists of picking us up by boat to take us in front of their guesthouse, Hamada organized a felucca ride for us at sunset, a real moment of magic! Impossible not to come back, and next time we will stay much longer...","Seriously, how could you complain about heaven ?"
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Mikhail,Egypt,3 nights · ,February 2025,Couple,Deluxe Double Room,"Reviewed: February 12, 2025","Very clean and amazing location also very quiet
The host is very friendly and nice they also have trips to all over Aswan",Nothing
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Madeline,France,2 nights · ,February 2025,Family,Deluxe Double Room,"Reviewed: February 6, 2025","From the traditional boat ferry to the island run by the sons, Ahmed offering us a minty green welcome drink, to his wife serving us a delicious breakfast on the rooftop overlooking the river, we thoroughly enjoyed a multiple night stay at this family operated guesthouse.","The bathroom is a little cramped with an open shower - an extra shelf would have been appreciated, but manageable all the same."
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Mohammad,Egypt,2 nights · ,February 2025,Couple,Deluxe Double Room,"Reviewed: February 5, 2025","Simplicity, staff,
تجربه ممتازة",Nil
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Prabhanj,Egypt,3 nights · ,January 2025,Solo traveler,Deluxe Double or Twin Room,"Reviewed: January 27, 2025","Perfect view for me, Labib is funny and will feel familiar, neat rooms, an extra day was needed for the vibe inside the guest house and the surroundings, right next to private ferry point.",No Negative Feedback
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Traveller,Egypt,1 night · ,January 2025,Couple,Deluxe Double or Twin Room,"Reviewed: January 20, 2025","Absolutely outstanding!
This is a multi-storey house on Elephantine Island, Nubian style, where the host - Hamada and his family - live on the ground floor. There are multiple rooms for guests throughout the building.
Breakfast is provided on the rooftop each morning, and there are views of the Aga Khan III Mausoleom directly opposite, as well as lovely views of the sand cliffs that lift up from the Nile.
It's peaceful, it's beautiful, and it's away from the hustle and bustle of the Aswan side of the island.
Hamada and his family are lovely!
Hamada himself contacted me to arrange pickup from the ferry wharf even before we arrived, and transported us and our luggage to his home.
During our stay, he helped us arrange transport to the wharf to get to Philae Temple, took us to Kitchener Island and the nearby dock for Tombs Of The Nobles on his motorboat, and made sure we got to the train station on time.
The rooms are cosy, with comfortable beds and a clean bathroom.
The public ferry is 15 minutes walk from the guesthouse (it operates 6am - 12 midnight every day), and the island itself is fun to explore with multiple convenience stores and restaurants.
We thoroughly enjoyed our stay at Labib House!",Really no complaints
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Oriol,Sweden,2 nights · ,January 2025,Group,Twin Room,"Reviewed: January 18, 2025","Beautiful, spotless room overlooking the Nile. Friendly hosts and great breakfasts.",No Negative Feedback
"Labib Guest House (Guesthouse), Aswan (Egypt) Deals",Labib Guest House,Rutger,Netherlands,3 nights · ,January 2025,Solo traveler,Deluxe Double or Twin Room,"Reviewed: January 16, 2025","It was by far my favorite place in Egypt! The Island is such a nice and quiet place. The people are incredibly warm and welcoming. Hamada is a great host and his whole family is great. The rooms are nice, clean and also big. I can not recommend this enough!",Everything was great!
