City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Siu,Hong Kong,1 night · ,February 2025,Solo traveller,Tent,Reviewed: 7 February 2025,"Wonderful hostel , Thanks for all of you 😍",No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Matthias,Germany,1 night · ,February 2025,Solo traveller,Tent,Reviewed: 2 February 2025,Amazing hostel. No complaints. I recommend it.,No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Jonas,Norway,3 nights · ,January 2025,Solo traveller,Bed in 6-Bed Mixed Dormitory Room,Reviewed: 2 February 2025,"Lovely people all together, clean hostel, and a pretty good, but simple breakfast. Best deal for hostel you will get in Hurghada. Had some lovely conversations with Matthew from the reception. 10/10 would recommend.","No cabinets to keep your things in the shared rooms, so have to keep the luggage on the floor in the open. Could be something to look into."
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Juan,Chile,2 nights · ,January 2025,Solo traveller,Bed in 6-Bed Mixed Dormitory Room,Reviewed: 23 January 2025,I really like the staff of this hostel the people was very friendly and helpful especially Matthew,No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Lucia,Italy,1 night · ,January 2025,Couple,Deluxe Double Room,Reviewed: 22 January 2025,"spacious rooms, free breakfast and very cheap","the room was spacious and it would have benefited from a little storage place, like a small closet or so. there was only a shelf and it was quite high, placed at 2m haigh, so not very handy for me to use"
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Mariagrazia,Italy,2 nights · ,January 2025,Solo traveller,Bed in 6-Bed Mixed Dormitory Room,Reviewed: 21 January 2025,Very clean hostel in a perfect location close to Marina. Fixed prices tours available at the reception.,No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Alvaro,Brazil,3 nights · ,January 2025,Couple,Double Room with Private Bathroom,Reviewed: 15 January 2025,"Very welcoming staff , they set a new year’s party for the guests that was super nice!",No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Liz,France,2 nights · ,January 2025,Group,Deluxe Double or Twin Room with City View,Reviewed: 13 January 2025,"Located near the Marina and next to a good supermarket (gomla), nice staff (24/7), large rooms, large beds, good breakfast, hot drinkable water available at any time.",A lot of noise from the street until late at night (cars honking and very poor phonic isolation) ; sinks in the bathroom are leaking on the floor so it's kind of messy.
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Shangxin,Germany,2 nights · ,January 2025,Solo traveller,Bed in 6-Bed Mixed Dormitory Room,Reviewed: 12 January 2025,"Clean, good location, nice staff, reasonable price. Overall very decent hostel.","On my last night there the water was cold the whole time, which kinda spoiled my experience."
"Pickalbatros Citadel Resort Sahl Hasheesh 海景 (Resort), Hurghada (Egypt) deals",Pickalbatros Citadel Resort Sahl Hasheesh,Lara,Luxembourg,7 nights · ,November 2024,Family,Standard Room with Sea View,Reviewed: 16 November 2024,"Everything was perfect, staff was very Nice!",No Negative Feedback
"Pickalbatros Citadel Resort Sahl Hasheesh 海景 (Resort), Hurghada (Egypt) deals",Pickalbatros Citadel Resort Sahl Hasheesh,Amr,Egypt,5 nights · ,February 2025,Couple,Honeymoon Room,Reviewed: 9 February 2025,"Location, privacy and super clean","Bathroom was always wet,"
"Pickalbatros Citadel Resort Sahl Hasheesh 海景 (Resort), Hurghada (Egypt) deals",Pickalbatros Citadel Resort Sahl Hasheesh,Ahmed,Egypt,3 nights · ,February 2025,Family,Family Room with Sea View,Reviewed: 8 February 2025,"Great location, amazing view, excellent service and cooperative staff",No Negative Feedback
"Pickalbatros Citadel Resort Sahl Hasheesh 海景 (Resort), Hurghada (Egypt) deals",Pickalbatros Citadel Resort Sahl Hasheesh,Ahmed,Egypt,3 nights · ,February 2025,Family,Family Room with Sea View,Reviewed: 8 February 2025,"Exceptional service starting from check in till check out 
Special thanks to the manager and staff especially Mohammed Maghrapy",No Negative Feedback
"Pickalbatros Citadel Resort Sahl Hasheesh 海景 (Resort), Hurghada (Egypt) deals",Pickalbatros Citadel Resort Sahl Hasheesh,Ahmed,Egypt,3 nights · ,February 2025,Family,Family Room with Sea View,Reviewed: 8 February 2025,"Exceptional service starting from check in till check out 
Special thanks to the manager and staff especially Mohammed Maghrapy",No Negative Feedback
"Pickalbatros Citadel Resort Sahl Hasheesh 海景 (Resort), Hurghada (Egypt) deals",Pickalbatros Citadel Resort Sahl Hasheesh,Heyan,China,2 nights · ,February 2025,Family,Standard Room with Sea View,Reviewed: 8 February 2025,The hotel's location cannot be beat. The location of the hotel is unbeatable. The food is also good. The design of the building is very attractive. The price/performance ratio is good because the meals are included.,"After all, the hotel was built quite a long time ago, and some parts are still a bit old. For example, the drainage pipes make loud noises and the sound insulation is poor."
"Pickalbatros Citadel Resort Sahl Hasheesh 海景 (Resort), Hurghada (Egypt) deals",Pickalbatros Citadel Resort Sahl Hasheesh,Marine,Egypt,4 nights · ,February 2025,Family,Standard Room with Sea View,Reviewed: 8 February 2025,The view and the staff,Lots of stairs.
"Pickalbatros Citadel Resort Sahl Hasheesh 海景 (Resort), Hurghada (Egypt) deals",Pickalbatros Citadel Resort Sahl Hasheesh,Md,United Kingdom,2 nights · ,February 2025,Couple,Standard Room with Sea View,Reviewed: 7 February 2025,Highlight hotel of hurghada with a vast expanse of beaches and activities. The staff are welcoming and friendly. The food was varied and delicious. Great stay all in all.,No Negative Feedback
"Pickalbatros Citadel Resort Sahl Hasheesh 海景 (Resort), Hurghada (Egypt) deals",Pickalbatros Citadel Resort Sahl Hasheesh,Matthew,Egypt,6 nights · ,February 2025,Couple,Honeymoon Room,Reviewed: 5 February 2025,Everything,No Negative Feedback
"Pickalbatros Citadel Resort Sahl Hasheesh 海景 (Resort), Hurghada (Egypt) deals",Pickalbatros Citadel Resort Sahl Hasheesh,Ayse,Kazakhstan,7 nights · ,February 2025,Family,Standard Room with Sea View,Reviewed: 2 February 2025,"Radwa Mohamed should be your best employee, she made our trip just perfect. Made us feel home and made sure we had everything we need.",I loved everything.
"Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive (Resort), Hurghada (Egypt) deals",Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive,Nika,Croatia,3 nights · ,May 2023,Group,Standard Room,Reviewed: 6 May 2023,"Pickalbatros Blu Spa resort is one of the best hotels in Hurghada and I've ever been to. Staff is extremely nice and polite, food is great, and the rooms are amazing. I would definitely recommend this hotel and would definitely come back!",everything was amazing
"Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive (Resort), Hurghada (Egypt) deals",Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive,Yusuf,Turkey,5 nights · ,February 2025,Couple,Deluxe Pool View Room,Reviewed: 4 February 2025,"The hotel offers excellent value for money. The staff are very helpful, the rooms are spacious, the food is tasty, and the facilities are clean and modern. Overall, it provides a fantastic experience. I would definitely recommend it.",No Negative Feedback
"Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive (Resort), Hurghada (Egypt) deals",Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive,Ahmed,Egypt,5 nights · ,February 2025,Couple,Honeymoon Package,Reviewed: 2 February 2025,"I cant even find words to describe how awesome this place is .. in the beginning i can say they are the most welcoming staff i have ever seen .. specially mr haitham serag and mr said and mr ahmed eid in the front disk .. and yet the chefs mr mohamed ahmed at Alfredo restaurant and mohamed atef at golden lounge and the kindest waiter malek hamdy .. animation team , room service , every thing was beyond our expectations .. thank you guys you really made our days ❤️❤️",No Negative Feedback
"Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive (Resort), Hurghada (Egypt) deals",Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive,Azouz,Belgium,9 nights · ,February 2025,Group,Deluxe Pool View Room,Reviewed: 2 February 2025,The variety of things we could do.,"nothing, everything fine"
"Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive (Resort), Hurghada (Egypt) deals",Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive,Kristel,Estonia,7 nights · ,February 2025,Family,Deluxe Pool View Room,Reviewed: 1 February 2025,"good size, big rooms, nice restaurants, veey good wifi",all good
"Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive (Resort), Hurghada (Egypt) deals",Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive,Steve,Australia,3 nights · ,January 2025,Couple,Standard Room,Reviewed: 1 February 2025,"Being all inclusive of meals is great, huge range of food over many different restaurants. Has a great gym, Amir is a great guy ( works in the gym ) be sure to say hi to him if you visit. The management team were good at handling our requests ( Haitham, Katie ( guest relations ), Sayed and Mr Diaa )",N/A
"Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive (Resort), Hurghada (Egypt) deals",Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive,Deborah,United Kingdom,7 nights · ,January 2025,Couple,Deluxe Pool View Room,Reviewed: 1 February 2025,"Everything was perfect, we were really taken care of, the staff couldn't do enough to help. A daily message from the hotel manager to check everything is ok was a nice touch. Very clean everywhere and our housekeeping was excellent. I had a birthday cake brought to our room, a lovely touch. The food was great, lots of choice and a great deal of effort made.","The all inclusive drinks took a bit of getting used too, no imported alcohol available only local!"
"Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive (Resort), Hurghada (Egypt) deals",Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive,Masoodah,United Kingdom,4 nights · ,January 2025,Group,Standard Room,Reviewed: 31 January 2025,"It’s clean, spacious. The beds were very comfortable, the rooms was amazing! The cleaners did a great job making room special. I had no complaints about the rooms at all.",Wish there was privacy for the hammam and spa is quite expensive but treatment was good.
"Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive (Resort), Hurghada (Egypt) deals",Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive,Philip,United Kingdom,7 nights · ,January 2025,Couple,Elite Pool View Room,Reviewed: 31 January 2025,"Room was spacious, hotel was spotless. Staff were very accommodating. 

We arrived at 5am and they kindly put a platter of food in room for us.","Cocktails weren't to my taste. Too strong tasting and juice very sweet/syrupy. (Personal preference)

Would like the option of paying extra for premium branded drinks."
"Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive (Resort), Hurghada (Egypt) deals",Pickalbatros Blu Spa Resort - Adults Friendly 16 Years Plus- Ultra All-Inclusive,Hana,United Kingdom,5 nights · ,January 2025,Group,Triple Room with Pool View,Reviewed: 29 January 2025,"The resort was absolutely incredible. The staff were so incredibly nice and always took care of us and got us anything we needed. The food was delicious and there was an amazing variety in food. We celebrated two birthdays and they helped us celebrate both of them by bringing cake and brought a band to sing for us, it was genuinely so nice. The live shows and activities were also very good and entertainment team made it interactive and fun. We would like to specifically thank Mohammed Atef from the Golden lounge he was genuinely the most helpful and kindest person, he was constantly bringing us food and going above and beyond his main job, thank you so much Mohammed for taking care of us! We would also like to thank Ahmad Rafie for cleaning the rooms, much better than any other hotel we’ve stayed at. Abdul Aziz Mohamed, Ahmed Karam, Ali Eissa, Ahmed Mohamed, and Sayed Ibrahim, all from reception were so helpful they checked us in early, got the rooms we wanted, held all our deliveries at reception and delivered them to our rooms, got us taxis and gave us a lot of insightful information to help us stay safe in Hurghada especially as we were all girls (and helped us avoid any scams), thank you so much to them! In the restaurants Mahmoud Mohamed was very helpful and so were the rest of the staff who constantly brought us drinks and cleared our tables instantly, also Elsayed Nasem who made pizzas was very sweet and the pizzas were incredible! Thank you also to the entertainment team specifically Boda (Abdelrahman), Milana, Tanya and Faris for constantly keeping us entertained!! Finally thank you to Mr Haitham for constantly checking on us even from before the trip, you made us feel very welcome. All the staff were so nice and constantly checking on our safety and happiness and we genuienly wouldn’t have enjoyed the trip without them, thank you so much for an amazing holiday! Would definitely recommend this resort and we will all be coming back in the future :))",If there was a fresca man on the beach it would be quite a nice addition!
"Tropitel Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Tropitel Sahl Hasheesh,Aid,Italy,7 nights · ,November 2024,Couple,Deluxe Room,Reviewed: 19 November 2024,Hotel very good we enjoyed in all things and the employees in hotel good and kind especially mr.mina in reception he is the best in hotel and we will back again,No Negative Feedback
"Tropitel Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Tropitel Sahl Hasheesh,Ahmed,Egypt,3 nights · ,February 2025,Family,Deluxe Room,Reviewed: 7 February 2025,"Actually we used to visit Tropital at least once per year for the last 6 years ... we feel comfortable and familiar with this amazing place ...we like it's location, food , staff, cleanliness and peace in the place","Actually, the place is amazing"
"Tropitel Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Tropitel Sahl Hasheesh,Iyabode,Ireland,6 nights · ,January 2025,Group,Deluxe Room,Reviewed: 4 February 2025,"Eating breakfast like king, it was delicious with varietiesvof choice and healthy food",They don't have western porridge
"Tropitel Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Tropitel Sahl Hasheesh,Muller,France,1 night · ,January 2025,Group,Deluxe Room,Reviewed: 1 February 2025,Answering the phone when you call,N
"Tropitel Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Tropitel Sahl Hasheesh,Simmy,United Kingdom,7 nights · ,January 2025,Couple,Deluxe Room,Reviewed: 30 January 2025,Lovely place staff great mohammed manager restaurant amazing very helpfull,Bit hard for electric wheelchair chair users could improve areas for that
"Tropitel Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Tropitel Sahl Hasheesh,Muller,Egypt,2 nights · ,January 2025,Couple,Classic Room,Reviewed: 24 January 2025,all,nothing
"Tropitel Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Tropitel Sahl Hasheesh,Muller,United States,1 night · ,January 2025,Couple,Classic Room,Reviewed: 24 January 2025,good,no
"Tropitel Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Tropitel Sahl Hasheesh,Butterfly,United States,1 night · ,January 2025,Solo traveller,Deluxe Room,Reviewed: 19 January 2025,All,Nothing
"Tropitel Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Tropitel Sahl Hasheesh,Mary,Australia,3 nights · ,January 2025,Family,Superior Room Sea View,Reviewed: 5 January 2025,Everything,No Negative Feedback
"Tropitel Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Tropitel Sahl Hasheesh,Viviane,Ireland,3 nights · ,December 2024,Solo traveller,Deluxe Room,Reviewed: 29 December 2024,The hotel is very beautiful and the facilities are amazing. I got a free upgrade and cake for my birthday. The staff were very nice and treated me well.,The location is far from city
"Pickalbatros Dana Beach Resort - Aqua Park (Resort), Hurghada (Egypt) deals",Pickalbatros Dana Beach Resort - Aqua Park,Sara,France,3 nights · ,February 2024,Couple,Deluxe Room with Garden View,Reviewed: 6 February 2024,Everything was Perfect and the receptionist Sameh Wageh was such a good help and a very nice person will for sure come back here all the staff is just fantastic !,No Negative Feedback
"Pickalbatros Dana Beach Resort - Aqua Park (Resort), Hurghada (Egypt) deals",Pickalbatros Dana Beach Resort - Aqua Park,Demyana,Sweden,5 nights · ,January 2025,Family,Deluxe Room with Garden View,Reviewed: 6 February 2025,"My experience at Dana Beach Hotel in Hurghada was absolutely fantastic. The hotel boasts a perfect location by the sea, offering beautiful views and a relaxing atmosphere. The rooms are extremely clean and equipped with everything needed for a comfortable stay.

I would like to extend a special thanks to a few individuals who made my stay truly exceptional. First, the front desk manager, Mohamed Mahmoud, who was always helpful and cheerful. His professionalism and friendly demeanor were evident, and he made me feel right at home. He was always available to answer any questions or provide assistance.

I also want to thank Abd El-Rahman, who was always ready to assist with a constant smile. He ensured that my stay was enjoyable and smooth, and his efforts contributed significantly to making my experience better

In summary, Dana Beach Hotel is an excellent choice for comfort and luxury in Hurghada. The staff truly makes this place stand out, and I would like to give special thanks to Mohamed Mahmoud, Abd El-Rahman, and Mohamed El-Hussein for their hospitality and attention.",No Negative Feedback
"Pickalbatros Dana Beach Resort - Aqua Park (Resort), Hurghada (Egypt) deals",Pickalbatros Dana Beach Resort - Aqua Park,Cassim,United Kingdom,7 nights · ,January 2025,Family,Family Room,Reviewed: 4 February 2025,"Staff, the beach, food and hotel facilities. A great resort for families.",No Negative Feedback
"Pickalbatros Dana Beach Resort - Aqua Park (Resort), Hurghada (Egypt) deals",Pickalbatros Dana Beach Resort - Aqua Park,Irish,United Kingdom,4 nights · ,January 2025,Couple,Deluxe Room with Lagoon View,Reviewed: 29 January 2025,Everything!!,Everything is good
"Pickalbatros Dana Beach Resort - Aqua Park (Resort), Hurghada (Egypt) deals",Pickalbatros Dana Beach Resort - Aqua Park,Ulas,Turkey,6 nights · ,January 2025,Family,Deluxe Room with Garden View,Reviewed: 27 January 2025,"Excellent, always clean very close to beach",Nothing
"Pickalbatros Dana Beach Resort - Aqua Park (Resort), Hurghada (Egypt) deals",Pickalbatros Dana Beach Resort - Aqua Park,Modesta,Lithuania,8 nights · ,January 2025,Couple,Deluxe Room with Garden View,Reviewed: 23 January 2025,"I stayed with the child and was a lot to do for kids! I enjoyed a good few restaurants and swimming pools. Nice and tidy area, lovely beach and staff is so helpful.",No Negative Feedback
"Pickalbatros Dana Beach Resort - Aqua Park (Resort), Hurghada (Egypt) deals",Pickalbatros Dana Beach Resort - Aqua Park,Kristina,United Kingdom,8 nights · ,January 2025,Couple,Deluxe Room with Garden View,Reviewed: 21 January 2025,"I liked everything from check-in to check out. Really lovely hotel, huge territory, heated swimming pools, we had a garden view room. 
The room was clean, spacious , and comfortable. The food was great, there were many restaurants and bars, and a good variety of food. 
This hotel has a beach we enjoy swimming in the sea and snorkelling. There are corals close to shore. 
I recommend this hotel, and I will stay at Pickalbatros Dana beach again.","The hotel had an evening entertainment, but the programs could be longer and a bit more interesting. I would like some music at the swimming pool too."
"Pickalbatros Dana Beach Resort - Aqua Park (Resort), Hurghada (Egypt) deals",Pickalbatros Dana Beach Resort - Aqua Park,Lamya,Egypt,3 nights · ,October 2024,Family,Special Offer - Double Room with Garden View - Egyptians and Residents Only,Reviewed: 9 January 2025,"Every thing was super 
Great facilities, family friendly delicious food, lots of different restaurants 
Nice kids aqua park , the boat ride to the beach is really nice or you can just grab a family bike 
We loved every bit of our stay",No Negative Feedback
"Pickalbatros Dana Beach Resort - Aqua Park (Resort), Hurghada (Egypt) deals",Pickalbatros Dana Beach Resort - Aqua Park,Yousef,United Kingdom,7 nights · ,January 2025,Family,Deluxe Room with Garden View,Reviewed: 8 January 2025,all went well,nothing
"Pickalbatros Dana Beach Resort - Aqua Park (Resort), Hurghada (Egypt) deals",Pickalbatros Dana Beach Resort - Aqua Park,Arun,United Kingdom,3 nights · ,December 2024,Family,Deluxe Room with Garden View,Reviewed: 7 January 2025,"Our first stay at Pickalbatros Dana Resort at Hurghada and it was a great stay. Everything was excellent - the facilities (pool, water park, bikes, sunbeds etc), the food (various choice of food at multiple restaurants - we are vegetarians and we had no issues in finding veggie food for all the 3 meals), the service etc. Specific call-out to the bartender at the Mauve bar, and the person who makes Irish coffee at the lobby in the evening. Mohammed Hossiny from the front desk was proactive in reaching out before our stay, and he along with his team ensured our check in was seamless. Really nothing to crib about here. Quality of activities for young kid at the kids club and in the evenings was fair, and kept them happy/engaged",Quality of some cocktails at the pool side bars or Piano bar could be better (were too sweet) - also some more cocktail options would be welcome. The ones at the Mauve bar was excellent though
Pickalbatros Aqua Blu Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Blu Resort - Hurghada,Gauravc,India,3 nights · ,February 2024,Family,Double Room with Pool View,Reviewed: 18 February 2024,Staff is welcoming. Hotel is at good approach from airport and well maintained. Pools and facilities are well catered.,No Negative Feedback
Pickalbatros Aqua Blu Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Blu Resort - Hurghada,Mina,Egypt,1 night · ,January 2025,Solo traveller,Deluxe Double Room,Reviewed: 28 January 2025,"I came there just for night, and it was really amazing .. starting from check in at the reception, I came pretty early and they gave me the room. Special Thanks the reception stuff which were really helpful and cheerful. The food was really amazing with a lot of varieties. The pools, the atmosphere, the beach, housekeeping, everything was quite nice. Thank you all and I’d totally come again!",No Negative Feedback
Pickalbatros Aqua Blu Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Blu Resort - Hurghada,Tian,United Kingdom,4 nights · ,January 2025,Family,Deluxe Double or Twin Room,Reviewed: 25 January 2025,A great family resort with big room.. Great facilities.,The Food can be made much better...
Pickalbatros Aqua Blu Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Blu Resort - Hurghada,Natalie,United Kingdom,3 nights · ,January 2025,Family,Family Room (2 connected rooms),Reviewed: 16 January 2025,I love the hotel. It was so child friendly there was so much to do. The food was incredible. The staff was so happy and friendly. The facilities were so clean. My bed was so comfortable. I had an incredible time and cannot wait to come back.,No Negative Feedback
Pickalbatros Aqua Blu Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Blu Resort - Hurghada,Owen,United States,3 nights · ,December 2024,Family,Family Room (2 Adults + 2 Children),Reviewed: 13 January 2025,"It was an all-inclusive resort, and it was easy to navigate meals and recreation. The staff were very responsive. We particularly liked the cafeteria that served middle eastern food. 

Our favorite part of the trip, however, were the excursions we took away from the resort: we went to a Bedouin village, we rode dune buggies in the desert, and we snorkeled in the Red Sea. Those were great fun!","Only two of the pools were heated, so those were highly crowded. Our kids would have enjoyed exploring a few more pools if the water was less chilling!"
Pickalbatros Aqua Blu Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Blu Resort - Hurghada,Jenny,Sweden,7 nights · ,January 2025,Family,Standard Double Room - Aqua Vista Area,Reviewed: 12 January 2025,"The staff where amazing. Helpful, competent and always doing their best to satisfy us. We got the feeling that it is a great management - taking care of the staff!

The rooms clean and very nice. Only bad thing was the hard and large pillows.

Food great! This is the third time we come back and the first year that we do not complain about the food.

Great workout opportunities!",The pillows and the hard bed 😄 we stayed for 2 weeks and we only missed our bed 🙈
Pickalbatros Aqua Blu Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Blu Resort - Hurghada,Dinar,United Kingdom,6 nights · ,December 2024,Family,Family Room (2 connected rooms),Reviewed: 25 December 2024,"As a family of 4, we recently stayed at Pickalbatros Aqua Blue hotel. We booked a family room which contains 2 separate bedrooms and 1 bathroom. 

Our experience has been a very positive one. The hotel is very clean and perfect for anyone looking to visit Hurghada. The location is very close to the airport which was convenient to get to. It is also
close to other amenities such as the shopping mall, beach, marina etc.

The hotel had 3 buffet restaurants and 1 a’la carte restaurant which offered local and international cuisines. We booked the a’la carte restaurant for our daughters birthday and we were received a beautiful surprise from the waiters who sang a birthday song and gave a cake to her.


The swimming pools were heated which allowed us to enjoy and make use of.

Wifi signal and speed was great in anywhere inside the hotel.

The staff were extremely friendly and helpful and made our stay very special
and went out of their way to make us happy, particularly staff members 
Hossam in reception, Nader in housekeeping, Mustafa the restaurant manager who was always ready to help us.

All in all, we would highly recommend this hotel to anyone who wants to visit Hurghada. 

We will book the hotel again if we plan to holiday in Hurghada Insha Allah.",Nothing
Pickalbatros Aqua Blu Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Blu Resort - Hurghada,Vicky,United Kingdom,7 nights · ,December 2024,Group,Family Room (2 connected rooms),Reviewed: 11 December 2024,Hotel was perfect had everything you need. Staff very friendly and helpful. Everywhere was super clean,Nothing
Pickalbatros Aqua Blu Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Blu Resort - Hurghada,Hasnain,Norway,7 nights · ,November 2024,Family,Deluxe Double Room with Pool View - Aqua Vista Area,Reviewed: 18 November 2024,"Everything was perfect and staff is very helping and hard working. Perfect for kids alot of activities, water slides and swimming pools are in good condition. Life guards are always there besides pools.",Food variety can be improved and make more variations. There was nothing we did not liked.
Pickalbatros Aqua Blu Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Blu Resort - Hurghada,Bulent,Turkey,6 nights · ,November 2024,Family,Double Room with Pool View,Reviewed: 16 November 2024,"The staff was so friendly and candid. They answered the request within the shortest time. The facilities were really abundant and even the hotel was in full capacity, no crowded were the places. I've been to many parts of the world but I have not received the service any good as this hotel. The food was excellent and with a variety of choices. Definitely worth visiting a second time :)",Nothing
"Al Dora Resort All Inclusive Hotel (Hotel), Hurghada (Egypt) deals",Al Dora Resort All Inclusive Hotel,Qamar,United Kingdom,1 night · ,January 2025,Solo traveller,Deluxe Double or Twin Room with City View,Reviewed: 2 January 2025,"Amazing value for money for an All Inclusive hotel. A lovely boutique style hotel with friendly and accommodating staff who go above and beyond to ensure comfort. Allowed early check in. Room was very clean and smart. Beach was a few minutes walk away and lovely large pool with lots of sun loungers. Breakfast buffet was excellent with range of options. Gym available and on-site spa. Pick and Pack mini market in the compound with all sorts of essentials available. 
Perfect short winter break was sad to leave!",Nothing!
"Al Dora Resort All Inclusive Hotel (Hotel), Hurghada (Egypt) deals",Al Dora Resort All Inclusive Hotel,Sedra,Egypt,4 nights · ,January 2025,Family,Family Suite,Reviewed: 22 January 2025,Beautiful property,No Negative Feedback
"Al Dora Resort All Inclusive Hotel (Hotel), Hurghada (Egypt) deals",Al Dora Resort All Inclusive Hotel,Ayfer,Germany,7 nights · ,January 2025,Couple,Deluxe Double or Twin Room with City View,Reviewed: 31 January 2025,Bütün çalışan ekibi beğendim,Dil konusunda zorluk çektim Türkçe hiç kimse bilmiyordu
"Al Dora Resort All Inclusive Hotel (Hotel), Hurghada (Egypt) deals",Al Dora Resort All Inclusive Hotel,Nicolae,Romania,13 nights · ,January 2025,Couple,Deluxe Double or Twin Room with City View,Reviewed: 27 January 2025,"Totul ,mai utin personalul parta de staff.Curatenie extrordinara,facilitati grozave,mancare excelenta: diversitate si igiena,personal afabil si dispus sa asigure oricare cerinta de sejur.",No Negative Feedback
"Al Dora Resort All Inclusive Hotel (Hotel), Hurghada (Egypt) deals",Al Dora Resort All Inclusive Hotel,Ayman,Egypt,2 nights · ,January 2025,Couple,Deluxe Double or Twin Room with Sea View,Reviewed: 27 January 2025,المكان هادئ ورائع ونظيف جدا والاستاف ممتاز وخاصه مدير الفندق الذي يحرص علي راحه العملاء وتلبيه احتياجتهم وكذلك استاف المطعم وخصوصا محمدالسيد عبد الباقي وهاني جرجس وطاقم العمل بالغرف,الشاطئ يحتاج مزيد من الاهتمام لسهوله الوصول لمياه البحر وزياده كميه الرمال
"Al Dora Resort All Inclusive Hotel (Hotel), Hurghada (Egypt) deals",Al Dora Resort All Inclusive Hotel,Halit,Turkey,1 night · ,January 2025,Solo traveller,Deluxe Double or Twin Room with City View,Reviewed: 26 January 2025,خيالي نظافه واكل ممتاز,عند وجود خدمات إضافيه زي الساونا وحمامات سخنه
"Al Dora Resort All Inclusive Hotel (Hotel), Hurghada (Egypt) deals",Al Dora Resort All Inclusive Hotel,Medhat,Egypt,3 nights · ,January 2025,Family,Deluxe Double or Twin Room with City View,Reviewed: 24 January 2025,استثنائي..اشكر الجميع بدون استثناء,لا شئ
