City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review,Negative Review Translated,sentiment classification
Luxor,Jolie Ville Hotel Spa Kings Island Luxor,Federico,United Kingdom,3 nights   ,February 2025,Couple,Standard Double or Twin Room with Garden View,Reviewed: 7 February 2025,breakfast excellent pools incredible room clean nice,negative feedback,No Negative Feedback,1
Luxor,Jolie Ville Hotel Spa Kings Island Luxor,Monika,Spain,2 nights   ,January 2025,Family,Deluxe Double or Twin Room with Nile View,Reviewed: 30 January 2025,location incredible feels like oasis surrounded gardens beautiful pools perfect relax hotel staff organised cute little boat ride around nile us one highlights stay luxor,furniture bedrooms little outdated,The furniture in bedrooms is a little outdated.,-1
Luxor,Jolie Ville Hotel Spa Kings Island Luxor,Saeid,United Arab Emirates,2 nights   ,January 2025,Couple,Deluxe Double or Twin Room with Garden View,Reviewed: 30 January 2025,room size location cleanness staff,nothing say breakfast diverse complete,Nothing just i can say that Breakfast was not diverse and complete.,-1
Luxor,Jolie Ville Hotel Spa Kings Island Luxor,Giovanni,United Kingdom,4 nights   ,January 2025,Couple,Deluxe Double or Twin Room with Garden View,Reviewed: 28 January 2025,lots outside space large room great nile views hotel everything might need recommended,negative feedback,No Negative Feedback,1
Luxor,Jolie Ville Hotel Spa Kings Island Luxor,Catherine,United Kingdom,2 nights   ,January 2025,Couple,Deluxe Double or Twin Room with Garden View,Reviewed: 27 January 2025,peaceful location beautiful grounds facilities need comfortable,bed quite hard air con good room okay given visited january imagine frustrating summer months,"The bed was quite hard and the air-con wasn’t very good in our room, okay given we visited in January but can imagine it being very frustrating in the summer months!",-1
Luxor,Jolie Ville Hotel Spa Kings Island Luxor,Bharath,United Kingdom,4 nights   ,January 2025,Couple,Deluxe Double or Twin Room with Nile View,Reviewed: 27 January 2025,location middle nile amazing property extremely large beautiful well maintained sorts amenities staff every helpful,wi fi non existent completely relied mobile data food la carte ordered lunch dinner okay best also took lot time arrive spa quite good however expensive side need give water bottles,The Wi-Fi was non existent. Completely relied on my mobile data. The food (a la carte) we ordered during lunch and dinner was okay at best. Also took a lot of time to arrive. The spa is quite good however on the expensive side. Need to give more water bottles.,-1
Luxor,Jolie Ville Hotel Spa Kings Island Luxor,Geert,Turkey,4 nights   ,January 2025,Group,Family Room,Reviewed: 26 January 2025,spacious rooms friendly staff diversified breakfast open buffet swimpools,negative feedback,No Negative Feedback,1
Luxor,Jolie Ville Hotel Spa Kings Island Luxor,Sherine,Germany,3 nights   ,January 2025,Family,Deluxe Double or Twin Room with Garden View,Reviewed: 26 January 2025,gardens huge spaces make relaxing stay room little garden two chairs table take lengthy walks beautiful unique trees along nile edge island plants unique exquisite three large pools endless sunbeds seating options throughout huge gardens activities every age every person whether zoo children kids play areas spa massages aerobics pilates classes chess fishing activities much hotel location amazing middle nile away noise time well connected city either via taxis lined outside hotel shuttle busses free,food quality good stayed hotel several times mother booking always name thing enjoyed food delicious time experience disappointing variety big good tase quality bad bread stale three breakfasts always stale bread previous days dinner variety best okay ish taste good food bland lot seasoning missing disappointed felucca restaurant one highlights loved breakfast dinner everytime stayed time good italian restaurant good however,"The food quality is not good. I stayed at this hotel several times before with my mother (booking was always under her name), and the thing we enjoyed the most was the food, it was delicious.
This time the experience was very disappointing. The variety itself is big and good, but the tase and quality are bad. The bread is very stale, three breakfasts and it was always stale as if it was bread from the previous days. At Dinner, the variety was not the best but it was okay-ish. The taste was again not good, the food is bland, a lot of seasoning is missing. We were very disappointed because Felucca Restaurant was one of our highlights, we loved the breakfast and dinner there everytime we stayed. This time it was not good at all. The Italian restaurant was good however.",-1
Luxor,Jolie Ville Hotel Spa Kings Island Luxor,Deanne,Australia,4 nights   ,January 2025,Couple,Standard Double or Twin Room with Garden View,Reviewed: 25 January 2025,love exclusivity property beautiful grounds staff lovely food great senses became relaxed felt safe,bit distance main part luxor relaxed stay away hustle bustle property worth,It is a bit of a distance from the main part of Luxor but if you’re after a relaxed stay away from the hustle and bustle then this property is worth it.,-1
Luxor,Steigenberger Nile Palace Luxor Convention Center,Turki,Qatar,2 nights   ,January 2025,Family,Classic Room City View King Bed,Reviewed: 13 January 2025,restaurant food staff,nothing everything good,"Nothing, everything is good",-1
Luxor,Steigenberger Nile Palace Luxor Convention Center,Elmodather,Egypt,2 nights   ,February 2025,Couple,Executive Front Nile View,Reviewed: 2 February 2025,everything,nothing,Nothing,1
Luxor,Steigenberger Nile Palace Luxor Convention Center,John,United Kingdom,1 night   ,January 2025,Group,Classic Room City View King Bed,Reviewed: 1 February 2025,location restaurants service great,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Nile Palace Luxor Convention Center,Khaled,Kuwait,4 nights   ,January 2025,Couple,Executive Front Nile View,Reviewed: 31 January 2025,location nile booked nile view room got upgraded larger room restaurants good tasting food italian thai lebanese plus international restaurant reasonable prices general,double bed king bed cm small take twin room instead much bigger privacy room balcony though guests see adjacent rooms others,"Their double bed is NOT king bed (160 cm) which small , so we have to take twin room instead (much bigger). 
No privacy in the room’s balcony though as other guests can see you (adjacent rooms or others.",-1
Luxor,Steigenberger Nile Palace Luxor Convention Center,Terry,United Kingdom,5 nights   ,January 2025,Group,Classic Room City View,Reviewed: 30 January 2025,everything,everything,Everything,-1
Luxor,Steigenberger Nile Palace Luxor Convention Center,Ahmed,Egypt,1 night   ,January 2025,Couple,Presidential Suite,Reviewed: 29 January 2025,fantastic experience especially front desk team,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Nile Palace Luxor Convention Center,Bashar,United States,2 nights   ,January 2025,Couple,Classic Room City View King Bed,Reviewed: 25 January 2025,great location minutes away luxor temple staff amazing got upgraded charge amazing view nile pool facility multiple restaurants high quality food,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Nile Palace Luxor Convention Center,Zeynep,United States,1 night   ,January 2025,Family,Executive Room Side Nile View,Reviewed: 21 January 2025,overall pleasant stay although room slightly compact charming balcony stunning view nile made hotel concierge able arrange last minute sunrise felucca ride turned memorable experience overall staff friendly accommodating making stay truly enjoyable,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Nile Palace Luxor Convention Center,Kristine,United States,3 nights   ,December 2024,Family,Executive Room Patio view,Reviewed: 19 January 2025,beautiful property right nile pool kids enjoy downtime breakfast phenomenal,arrived late night flight delays long travel day way hotel grabbed quick takeout food bring eat rooms bed staff absolutely refused us bring outside food premises group people several rooms booked three nights would make exception seven hangry children choice sit sidewalk outside entryway stuff dinner husband ended throwing dinner away check process took long needless say terrible frustrating first impression,"We arrived late at night after flight delays and a long travel day. On our way to the hotel we grabbed quick takeout food to bring and eat in our rooms before bed. The staff absolutely refused for us to bring the outside food into the premises. We had a group of 15 people with several rooms booked for three nights and they would not make an exception. We had seven hangry children and had no choice but to sit on the sidewalk outside of the entryway and stuff down our dinner. My husband ended up throwing his dinner away as the check-in process took so long. Needless to say, this was a terrible, frustrating first impression.",-1
Luxor,Steigenberger Nile Palace Luxor Convention Center,Jamaica,Australia,2 nights   ,January 2025,Family,Classic Room City View King Bed,Reviewed: 12 January 2025,upgraded nile view nice guys thanks lot ahmed mary reception kind,clean,Very clean,-1
Luxor,Steigenberger Resort Achti,William,United Kingdom,4 nights   ,November 2024,Family,Superior Twin Garden view (Bungalow),Reviewed: 6 November 2024,boat resort taxi available time great addition trip,food offert huge time bit tasteless think smaller offer traditional local flavour would nice,"The food offert was huge but at time a bit tasteless , I think a smaller offer with more traditional ( local) flavour would be nice",-1
Luxor,Steigenberger Resort Achti,Gökhan,Turkey,2 nights   ,February 2025,Family,Superior Twin Garden view (Bungalow),Reviewed: 7 February 2025,good location great staff great food,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Resort Achti,Sina,France,3 nights   ,February 2025,Solo traveller,Superior Twin Plus Garden View (Bungalow),Reviewed: 7 February 2025,everything great clean quiet room also location ok,understand much security cairo front door hotel,"I don't understand too much security in Cairo!in front of the door, then in the hotel and ....",-1
Luxor,Steigenberger Resort Achti,Xuhuan,China,2 nights   ,January 2025,Family,Classic Twin Room,Reviewed: 7 February 2025,good location friendly staff,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Resort Achti,Despoina,Greece,2 nights   ,February 2025,Couple,Deluxe King Nile View,Reviewed: 7 February 2025,seen breakfast buffet like years,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Resort Achti,Halil,Turkey,2 nights   ,February 2025,Group,Classic King Room,Reviewed: 6 February 2025,everything especially staff,nothing,Nothing :),1
Luxor,Steigenberger Resort Achti,Patrick,Colombia,1 night   ,February 2025,Family,Superior King Garden View (Bangalow),Reviewed: 6 February 2025,great stay nice hotel great outside space nile bank exceptionally nice reception specially wanted mention receptionist magda fabulous left us smiling big time finally check,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Resort Achti,Jeong,Jordan,2 nights   ,February 2025,Family,Superior Twin Plus Garden View (Bungalow),Reviewed: 4 February 2025,good staff helped afford appreciate service caring place worthy stay even quiet great nail river view special thanks mustafa reception,onething outside sound loud ferry kids swimming pool bit cold,"But onething, outside sound was loud(from ferry and kids from swimming pool) and a bit cold.",-1
Luxor,Steigenberger Resort Achti,Girish,United Kingdom,3 nights   ,February 2025,Couple,Deluxe King Nile View,Reviewed: 3 February 2025,location,room snd bathroom nit quality,Room snd bathroom nit 5* quality,-1
Luxor,Steigenberger Resort Achti,Karen,Malaysia,3 nights   ,January 2025,Group,Superior Twin Plus Garden View (Bungalow),Reviewed: 2 February 2025,one best stays egypt room clean spacious staff friendly professional helpful loved buffet style breakfast mostly western local options always started day happy stomach sunset night views perfect small live local band performances absolutely worth staying,inconvenience found room key sometimes work reactivate lobby asking staff informed us key placed near cellphone credit card would great told us check walk way reactivate especially since room quite far lobby wifi worked perfectly fine lobby room air conditioner old school style worked great heating option nights pretty chilly,"The only inconvenience I found was the room key. Sometimes it wouldn't work, and I had to reactivate it at the lobby. After asking about it, the staff informed us that the key shouldn't be placed near a cellphone or credit card. It would have been great if they had told us this during check-in, so we didn't have to walk all the way to reactivate it, especially since our room was quite far from the lobby. The WiFi worked perfectly fine in the lobby but not in the room. The air conditioner was old-school style—it worked great, but it didn’t have a heating option, so the nights were pretty chilly.",-1
Luxor,Iberotel Luxor,Kriel,South Africa,2 nights   ,May 2024,Couple,Superior Queen or Twin Bed City View,Reviewed: 1 May 2024,elegance accomodation good food formed bridge majestic nile old traditional luxor splendid experience also allowed early check without prior arrangement staff brilliant thank iberotel,nothing,Nothing.,1
Luxor,Iberotel Luxor,Alejandro,Spain,5 nights   ,January 2025,Family,Standard Queen or Twin Bed Lobby View,Reviewed: 2 February 2025,fabulous breakfast views garden location best quality price hotel luxor east bank,stella beer overpriced,Stella beer is overpriced,-1
Luxor,Iberotel Luxor,Adam,Malaysia,1 night   ,February 2025,Group,Superior Queen or Twin Side Nile View,Reviewed: 1 February 2025,good,negative feedback,No Negative Feedback,1
Luxor,Iberotel Luxor,Julien,France,3 nights   ,November 2024,Family,Superior Queen or Twin Front Nile View,Reviewed: 1 February 2025,amazing view beautiful confortable rooms staff nice,nothing,Nothing,1
Luxor,Iberotel Luxor,Claire,United Kingdom,3 nights   ,January 2025,Couple,Superior Queen or Twin Front Nile View,Reviewed: 30 January 2025,food excellent also ate three dinning places good gardens pool lovely relax,outside toilets could cleaner,Outside toilets could have been cleaner.,-1
Luxor,Iberotel Luxor,Rameen,India,2 nights   ,January 2025,Group,Standard Queen or Twin Bed Lobby View,Reviewed: 27 January 2025,brilliant hotel great location great views nile excellent breakfast spread facilities,room big neither bathroom,"The room is not very big, neither is the bathroom",-1
Luxor,Iberotel Luxor,Rajkamal,India,2 nights   ,January 2025,Group,Superior Queen or Twin Side Nile View,Reviewed: 26 January 2025,overall setting breakfast facilities,bathtub slippery shutter hard move bathroom small balcony nice noisy,"The bathtub (slippery) and its shutter (very hard to move). Bathroom was too small. Balcony was nice, but noisy.",-1
Luxor,Iberotel Luxor,Maria,United Kingdom,3 nights   ,January 2025,Couple,Superior Queen or Twin Side Nile View,Reviewed: 26 January 2025,spacious rooms bit dated clean beautiful views nice helpful staff delicious breakfast wide variety,bit dated shower door close properly rusty old much water pressure come repair heating first night working,"A bit dated, the shower door didn’t close properly as was rusty and old, not much water pressure and they had to come and repair the heating on the first night as it wasn’t working.",-1
Luxor,Iberotel Luxor,Girley,Ireland,3 nights   ,January 2025,Solo traveller,Superior Queen or Twin Front Nile View,Reviewed: 25 January 2025,everything food location staff,nil,Nil,-1
Luxor,Iberotel Luxor,Jo,United Kingdom,1 night   ,December 2024,Solo traveller,Superior Queen or Twin Bed City View,Reviewed: 24 January 2025,staff work location views floating pool,nothing wonderful,Nothing it was all wonderful.,-1
Luxor,Sonesta St George Hotel Convention Center,Bart,Belgium,5 nights   ,November 2024,Couple,Standard Side Nile View Room,Reviewed: 3 November 2024,comfortable rooms good breakfast incredible staff,0,-,1
Luxor,Sonesta St George Hotel Convention Center,Jiayi,Malaysia,1 night   ,February 2025,Family,Standard City View Room,Reviewed: 7 February 2025,jacuzzi,nothing,Nothing,1
Luxor,Sonesta St George Hotel Convention Center,Rosemarie,United Kingdom,4 nights   ,February 2025,Couple,Standard City View Room,Reviewed: 7 February 2025,property lovely friendly staff japanese tepanyaki restaurant great lovely rooms personally beds bit hard large nice facilities,evening buffet pricey compared restaurants eat much much value money road location hard walk due lack poor pavements want go night town bit unsafe day roads egypt,"The evening buffet was pricey compared with the other restaurants and as we don’t eat that much not so much value for money. The road by the location was hard to walk down due to lack of/ poor pavements, so didn’t want to go out at night into town. It was a bit unsafe during the day too (but aren’t all roads in Egypt!).",-1
Luxor,Sonesta St George Hotel Convention Center,Elaine,France,7 nights   ,February 2025,Family,Standard Side Nile View Room,Reviewed: 7 February 2025,service excellent areas nagha poolside extra special youssef reception deserved medal breakfast superb nightly singer anna truly extraordinary,would liked entertainment sporting activities please,I would have liked more entertainment and sporting activities please,-1
Luxor,Sonesta St George Hotel Convention Center,Virginia,United Kingdom,3 nights   ,February 2025,Group,Royal Club City View Room,Reviewed: 6 February 2025,property well maintained clean bedding extremely comfortable excellent breakfast buffet,nothing everything expected,"Nothing, everything was as expected.",-1
Luxor,Sonesta St George Hotel Convention Center,Patricia,United Kingdom,4 nights   ,February 2025,Couple,Royal Club City View Room,Reviewed: 6 February 2025,luxury hotel banks nile fantastic welcome malek katherine guest relations special mentions must go marian egyptologist guide peter driver made excursions special care knowledge booked travel desk hotel captain allah warm hospitality gave us amazing sunset felucca trip thanks,negative feedback,No Negative Feedback,1
Luxor,Sonesta St George Hotel Convention Center,Luna,United Kingdom,2 nights   ,January 2025,Couple,Standard Side Nile View Room,Reviewed: 5 February 2025,location convenient room spacious quiet staff wonderful friendly room service cheap japanese restaurant welcome change standard egyptian fare,water shower kept going hot cold manage control pressure also poor window dirty inside,"The water in the shower kept going hot and cold, and we couldn’t manage to control it. The pressure was also poor. The window was very dirty from the inside.",-1
Luxor,Sonesta St George Hotel Convention Center,Kumar,India,2 nights   ,February 2025,Couple,Standard Side Nile View Room,Reviewed: 5 February 2025,nice property overlooking nile reached pretty late however check smooth location good luxor temple around km away found little overpriced considering facility provided,nothing specific,Nothing specific,-1
Luxor,Sonesta St George Hotel Convention Center,Travel,United States,2 nights   ,February 2025,Solo traveller,Standard Side Nile View Room,Reviewed: 5 February 2025,cairo expecting anything good place amazing great location great prices great food clean luxurious,negative feedback,No Negative Feedback,1
Luxor,Sonesta St George Hotel Convention Center,Stefan,Sweden,1 night   ,February 2025,Family,Standard Side Nile View Room,Reviewed: 4 February 2025,room beds helpful personnel room upgrade nile view sunset pool area walking distance corniche luxor temple,unfinished construction sides hotel room side nile view ok view even nicer get room straight towards nile,"Unfinished construction on the sides of the hotel. Our room was a ""side Nile view"". OK. But view is even nicer if you get a room straight towards the Nile.",-1
Luxor,Pyramisa Hotel Luxor,Danielle,United States,1 night   ,October 2024,Couple,Deluxe Room with Nile View,Reviewed: 3 November 2024,absolutely beautiful place friendliest staff wish stayed longer,thing like pool closing sundown would love swam evening,The only thing I didn’t like was the pool closing at sundown would love to have Swam in the evening,-1
Luxor,Pyramisa Hotel Luxor,Ankh,Finland,3 nights   ,February 2025,Family,Deluxe Room with Nile View,Reviewed: 5 February 2025,got wrong rooms unprepared room thank mohammad good response issues devices room broken kettle refrigerator room manager took care time beautiful hotel nile view old facilities,things outdated hair dryer doors stuff hope hotel invest money small details guest convenience,"Things are outdated such as hair dryer, doors and other stuff. 
I hope the hotel can invest some money for small details for guest's convenience.",-1
Luxor,Pyramisa Hotel Luxor,J,Singapore,2 nights   ,January 2025,Couple,Standard Double Room with City View,Reviewed: 3 February 2025,stayed two night tour kind enough provide us early checkin since arrived luxor morning spend nice evening near nile river staff friendly helpful specially ms martina location wise easier go attractions,facilities modified ex c unit,Some facilities can be modified. Ex A/C unit,-1
Luxor,Pyramisa Hotel Luxor,Mariyam,Maldives,3 nights   ,February 2025,Couple,Standard Double Room with City View,Reviewed: 2 February 2025,staffs helpful great location,nil,Nil,-1
Luxor,Pyramisa Hotel Luxor,Renee,United Kingdom,1 night   ,December 2024,Family,Standard Double Room with City View,Reviewed: 1 February 2025,lovely hotel friendly staff,negative feedback,No Negative Feedback,1
Luxor,Pyramisa Hotel Luxor,Filip,Slovakia,2 nights   ,January 2025,Family,Double or Twin Nile view Room,Reviewed: 30 January 2025,nile view room big breakfast garden swiming pool,reception staff clearly confused one really knew arrived hotel midnight long journey waited almost minutes check guys clearly newbies would deserved someone experienced knows thing saved us experienced porter provided us information hotel showed us room reception staff gave us room cards provide information services facilities hotel happen hotel,"The reception staff was clearly confused as no one really knew what to do. We arrived at the hotel before midnight after a long journey and waited almost 30 minutes to check in. 2 guys who were clearly newbies would have deserved someone experienced who knows what to do. The only thing that saved us was an experienced porter who provided us with information about the hotel and showed us to our room, as the reception staff only gave us room cards and did not provide information about the services and facilities of the hotel. This should not happen in a 4* hotel.",-1
Luxor,Pyramisa Hotel Luxor,Luca,Italy,3 nights   ,January 2025,Family,Double or Twin Nile view Room,Reviewed: 29 January 2025,pyramisa hotel exceptional stay huge structure dozens customer service staff internal buffet restaurant restaurants always structure italian cuisine restaurant chinese one etc also poolside bar large breakfast special mention abdul staff mohamed others limousine service desk always active hotel lobby dozens proposals tours experiences guide also italian rare thing luxor punctual precise honest,negative feedback,No Negative Feedback,1
Luxor,Pyramisa Hotel Luxor,Ariel,United Kingdom,1 night   ,January 2025,Family,Double or Twin Nile view Room,Reviewed: 29 January 2025,great views nile really lovely pool lounge area overlooking river big selection breakfast staff nice helpful reasonable price rooms decor bit outdated absolutely good well loved hotel,communal areas also smelled bit smoke great non smoker worse public areas throughout city location little way main city though easy unpleasant walk,"The communal areas also smelled a bit of smoke, so not great if you're a non-smoker, but no worse than any public areas throughout the city. The location is a little out the way of the main city - though an easy (if unpleasant) walk.",-1
Luxor,Pyramisa Hotel Luxor,Ashton,Uganda,3 nights   ,January 2025,Family,Standard Single Room with City View,Reviewed: 29 January 2025,views breathtaking across nile rooms spacious clean restaurants amazingly delicious italian chinese food breakfast ok wish continental options,breakfast could use continental options,Breakfast could use more continental options,-1
Luxor,Pyramisa Hotel Luxor,Chia,United Kingdom,3 nights   ,January 2025,Family,Premium Room With Nile View,Reviewed: 28 January 2025,room spacious comfortable hotel staffs especially receptionist martina helpful responsive solving issues encountered stay also take felucca watch sunset directly hotel reasonable price,issues wifi room problem quickly resolved reflecting problems hotel management team,"Issues with WiFi in the room, but the problem was quickly resolved after reflecting the problems to the hotel management team.",-1
Luxor,Pavillon Winter Luxor,Lu,China,1 night   ,February 2025,Group,Classic Room with 2 Single Beds with Garden View,Reviewed: 1 February 2025,great location quiet beautiful island helpful friendly staff,negative feedback,No Negative Feedback,1
Luxor,Pavillon Winter Luxor,John,United Kingdom,3 nights   ,January 2025,Solo traveller,Classic Room with 1 King Bed with Garden View,Reviewed: 7 February 2025,location perfect,negative feedback,No Negative Feedback,1
Luxor,Pavillon Winter Luxor,Daniel,Netherlands,3 nights   ,January 2025,Group,Classic Room with 2 Single Beds with Garden View,Reviewed: 19 January 2025,oasis middle luxor outside area shared sheraton including swimming pool gardens part alone worth stay breakfast good well room spacious amazing shower really liked,communication via booking chat patchy slow unfortunately coffee breakfast honestly worst coffee ever hotel tasted like dirty rag staff neutral price high egypt facilities made somewhat pillows way hard tall beware atms placed hotel entrance charge outrageous fee withdrawals,"Communication via Booking chat was patchy and slow. 

Unfortunately the coffee during breakfast was honestly the worst coffee I have ever had in a hotel… it tasted like a dirty rag. 

Staff was neutral. 

Price is high for Egypt, but the facilities made up for it somewhat. 

Pillows were way too hard and tall. 

Beware of the ATMs placed at the hotel’s entrance—they charge an outrageous fee for withdrawals.",-1
Luxor,Pavillon Winter Luxor,Neil,Australia,5 nights   ,January 2025,Family,Classic Room with 1 King Bed with Garden View,Reviewed: 19 January 2025,great hotel friendly helpful staff lovely pool gardens great able use amenities winter palace would highly recommended,nothing good,Nothing - it was all good!,-1
Luxor,Pavillon Winter Luxor,Ian,United Kingdom,1 night   ,January 2025,Family,Classic Room with 1 King Bed with Garden View,Reviewed: 14 January 2025,everything hotel first class location friendly attentive staff ambience facilities food decor like going back time era things meant something,leaving next morning unfortunately used stopover luxor greatly regret,"Leaving the next morning. Unfortunately we only used it as a stopover in Luxor, which we greatly regret now",-1
Luxor,Pavillon Winter Luxor,Valentina,United Kingdom,1 night   ,January 2025,Couple,Classic Room with 2 Single Beds with Garden View,Reviewed: 8 January 2025,fantastic location facilities gardens best breakfast whole trip although centrally located room really quiet,twin bed quite small hotel could bit uplift carpet room seen better days shower curtain bathroom looks cheap dinner corniche restaurant average,"The twin bed was quite small.
The hotel could do with a bit of an uplift. The carpet in the room has seen better days and the shower curtain in the bathroom looks cheap. Dinner at the corniche restaurant was average.",-1
Luxor,Pavillon Winter Luxor,Karen,United Kingdom,7 nights   ,December 2024,Couple,One-Bedroom Prestige King Suite with Balcony and Garden View,Reviewed: 5 January 2025,perfect location great garden pool,outdated needs renovation,Very outdated and needs renovation,-1
Luxor,Pavillon Winter Luxor,Fabien,France,3 nights   ,December 2024,Family,Classic Room with 1 King Bed with Garden View,Reviewed: 1 January 2025,happy time well located hotel crew vert nice special congrats breakfast crew,dinner best,Dinner is not the best,-1
Luxor,Pavillon Winter Luxor,Julia,United Kingdom,4 nights   ,December 2024,Group,Classic Room with 1 King Bed with Garden View,Reviewed: 30 December 2024,well designed comfortable hotel sharing facilities pool beautiful gardens bar restaurants winter palace gracious staff good breakfast excellent swimming pool really enjoyed stay,think nightly barbecue would popular offered less formal local type dining option whereby individual items could ordered rather quite expensive fixed rate buffet would really complement hotel existing elegant formal restaurants serving european food,"I think the nightly barbecue would be more popular if it was offered as a less formal, more local type dining option, whereby individual items could be ordered, rather than being a (quite expensive) fixed rate buffet. This would really complement the hotel’s existing elegant and formal restaurants serving European food.",-1
Luxor,Pavillon Winter Luxor,Jessica,Mexico,5 nights   ,December 2024,Family,Classic Room with 2 Single Beds with Garden View,Reviewed: 27 December 2024,staff kind never asking money help clean garden amazing swimming pool nice excellent,negative feedback,No Negative Feedback,1
Luxor,Nile Treasure Cruise Nights Luxor Saturday Nights Aswan Wednesday,Prapapun,Netherlands,4 nights   ,February 2024,Couple,Standard Double Room,Reviewed: 3 March 2024,cruise offers good price quality enjoyed four nights cruise including private trip tour guide inside cruise looks decent enough food great lot variety served walking buffet also cleaning room excellent compliments housekeepers th floor habi ali overal staff friendly helpful keep mind drinks billed provided minibar two bottles water every day breakfast comes drinks activities cruise every day shows cocktail party etc also wifi free gigabyte need buy tour guide kero arranged everything us tickets rides friendly knowledgeable ancient egypt helped us pointing things easily overlooked style fast paced helped avoiding crowds also felt kind rushed,negative feedback,No Negative Feedback,1
Luxor,Nile Treasure Cruise Nights Luxor Saturday Nights Aswan Wednesday,Katarzyna,Portugal,4 nights   ,January 2025,Family,Standard Double Room,Reviewed: 19 January 2025,staff incredibly helpful nice really look throughout entire cruise everything well organised house keeping incredible sightseeing trips even massage board good one breakfast lunch dinner splendid choice even kids could find something liked food served really nicely delicious time high point candlelit dinner deck kids loved,negative feedback,No Negative Feedback,1
Luxor,Nile Treasure Cruise Nights Luxor Saturday Nights Aswan Wednesday,Pan,Taiwan,3 nights   ,May 2024,Group,Standard Double Room,Reviewed: 3 July 2024,manager michael nice us took care us lot,negative feedback,No Negative Feedback,1
Luxor,Nile Treasure Cruise Nights Luxor Saturday Nights Aswan Wednesday,Mabacker,Ukraine,7 nights   ,May 2024,Couple,Standard Double Room,Reviewed: 12 May 2024,enjoyed cruise much staff nice service great food tasty definitely recommend,annoying people outside cruise luxor edfo nothing cruise,"Annoying people outside of the cruise in Luxor and Edfo, but it has nothing to do with the cruise.",-1
Luxor,Nile Treasure Cruise Nights Luxor Saturday Nights Aswan Wednesday,Lorna,United Kingdom,4 nights   ,March 2024,Couple,Standard Double Room,Reviewed: 19 April 2024,staff amazing ver attentive would definitely travel boat,negative feedback,No Negative Feedback,1
Luxor,Nile Treasure Cruise Nights Luxor Saturday Nights Aswan Wednesday,Michael,Greece,3 nights   ,March 2024,Couple,Standard Double Room,Reviewed: 31 March 2024,booked night cruise aswan luxor staff attentive times special thanks mr michael cruise manager represents best face nile treasure cruise always helpful supportive positive smile face every question basm kindness excellent service restaurant mr sayed looked us kept us safe excursions outside boat big food variety meals tasty well cooked even though choose package sightseeing prepared us breakfast boxes take us independent excursions photos displayed booking com reflect reality,boat quite old fully functional,The boat is quite old but fully functional.,-1
Luxor,Nile Treasure Cruise Nights Luxor Saturday Nights Aswan Wednesday,Valentin,Argentina,3 nights   ,February 2024,Couple,Standard Double Room,Reviewed: 5 February 2024,excellent food many variety great quality crew kind helpful thanks momen receptionist man tour guide iman really enjoy stay,try open tipping envelope front guests,Try to not open the tipping envelope in front of guests.,-1
Luxor,Nile Treasure Cruise Nights Luxor Saturday Nights Aswan Wednesday,Ani,United States,3 nights   ,January 2024,Family,Standard Double Room,Reviewed: 22 January 2024,words express incredible warmth hospitality entire staff extended family eight people across three generations kids years old two group senior citizens needing wheelchair assistance michael meekal aziz entire team special mention momein worked tirelessly make us feel home every step way went beyond make sure comfortable safe highlight surprise anniversary celebrations laws unforgettable touching gesture tour guide medhat exceptional knowledge egyptian history exceptional planning meticulous best accommodate requests magical experience wait go back want say thank everyone making nile treasure cruise memory cherish forever,negative feedback,No Negative Feedback,1
Luxor,Nile Treasure Cruise Nights Luxor Saturday Nights Aswan Wednesday,Philippe,Italy,4 nights   ,January 2024,Couple,Standard Double Room,Reviewed: 3 January 2024,spotlessly clean cabin friendly crew especially cleaning rooms food got better cruise wore convenient access tourist sites moorings young man managing reception desk extremely professional,ship slightly mod whilst day formula may ideal arriving departing airport directly bear mind ship actually sail day already destination rd night spend time visiting sites cruise time board may seem redundant nevertheless fine ship relax,"Ship slightly démodé. Whilst the 5 day formula may be ideal for those arriving and departing from the airport directly, bear in mind that the ship doesn't actually sail until day 2 and is already at its destination on the 3rd night - so, if you spend time visiting sites on your own before/after the cruise, some of the time on board may seem redundant. Nevertheless, it's a fine ship relax on.",-1
Luxor,Nile Treasure Cruise Nights Luxor Saturday Nights Aswan Wednesday,Myriam,Spain,4 nights   ,January 2025,Family,Standard Double Room,Reviewed: 3 January 2025,good experience personal nice clean small capacity comparing boats lots effort food,booking saying stars hotel standard hotel comparing european standard decoration decoration bit old fashion fancy enough worst experience night hear boats engine could barely sleep,"-In Booking, saying 5 stars hotel and it is more a standard hotel comparing to European standard ( decoration)
-The decoration is a bit old fashion, not fancy enough
-the worst of the experience is that at night you hear the other boats engine and I could barely sleep!",-1
